id_free_zone,id_region,region,id_city,city,id_district,district,fk_zone_type,active
916,23,"Jawa Timur",4827,"Kab. Lamongan",4845,Kembangbahu,4,1
917,23,"Jawa Timur",4827,"Kab. Lamongan",4846,Kedungpring,4,1
918,23,"Jawa Timur",4827,"Kab. Lamongan",4847,Karangbinangun,4,1
919,23,"Jawa Timur",4827,"Kab. Lamongan",4848,"Karang Geneng",4,1
920,23,"Jawa Timur",4827,"Kab. Lamongan",4849,Kalitengah,4,1
921,23,"Jawa Timur",4827,"Kab. Lamongan",4850,Glagah,4,1
922,23,"Jawa Timur",4827,"Kab. Lamongan",4851,Deket,4,1
923,23,"Jawa Timur",4827,"Kab. Lamongan",4852,Brondong,4,1
924,23,"Jawa Timur",4827,"Kab. Lamongan",4853,Bluluk,4,1
925,23,"Jawa Timur",4827,"Kab. Lamongan",4854,Babat,4,1
926,23,"Jawa Timur",4855,"Kab. Kediri",4856,Wates,4,1
927,23,"Jawa Timur",4855,"Kab. Kediri",4857,Tarokan,4,1
928,23,"Jawa Timur",4855,"Kab. Kediri",4858,Semen,4,1
929,23,"Jawa Timur",4855,"Kab. Kediri",4859,Ringinrejo,4,1
930,23,"Jawa Timur",4855,"Kab. Kediri",4860,Purwoasri,4,1
931,23,"Jawa Timur",4855,"Kab. Kediri",4861,Puncu,4,1
932,23,"Jawa Timur",4855,"Kab. Kediri",4862,Plosoklaten,4,1
933,23,"Jawa Timur",4855,"Kab. Kediri",4863,Plemahan,4,1
153,23,"Jawa Timur",4855,"Kab. Kediri",4864,Pare,2,1
934,23,"Jawa Timur",4855,"Kab. Kediri",4865,Papar,4,1
935,23,"Jawa Timur",4855,"Kab. Kediri",4866,Pagu,4,1
154,23,"Jawa Timur",4855,"Kab. Kediri",4867,Ngasem,2,1
936,23,"Jawa Timur",4855,"Kab. Kediri",4868,Ngancar,4,1
155,23,"Jawa Timur",4855,"Kab. Kediri",4869,Ngadiluwih,2,1
937,23,"Jawa Timur",4855,"Kab. Kediri",4870,Mojo,4,1
938,23,"Jawa Timur",4855,"Kab. Kediri",4871,Kunjang,4,1
939,23,"Jawa Timur",4855,"Kab. Kediri",4872,Kras,4,1
940,23,"Jawa Timur",4855,"Kab. Kediri",4873,Kepung,4,1
941,23,"Jawa Timur",4855,"Kab. Kediri",4874,"Kayen Kidul",4,1
942,23,"Jawa Timur",4855,"Kab. Kediri",4875,Kandat,4,1
943,23,"Jawa Timur",4855,"Kab. Kediri",4876,Kandangan,4,1
